Computed_Block_Hash,Previous_Block_Hash,Next_Block_Hash,Merkle_Root,Timestamp,Nonce,BlockReward,Transaction_Hash,Input_Addresses,Transaction_Hash_of_Inputs,Input_Amount,Output_Addresses,Output_Amount
000000005a4ded781e667e06ceefafb71410b511fe0d5adc3e5a27ecbec34ae6,00000000689051c09ff2cd091cc4c22c10b965eb8db3ad5f032621cc36626175,0000000055af85fb541bac9b94e0da5c06704adafe050186d64caf8330e6eb77,e10a7f8442ea6cc6803a2b83713765c0b1199924110205f601f90fef125e7dfe,01/15/2009 06:08:20,1101328384,125.000000,3c1d7e82342158e4109df2e0b6348b6e84e403d8b4046d7007663ace63cddb23,1KAD5EnzzLtrSo2Da2G4zzD7uZrjk8zRAv 1KAD5EnzzLtrSo2Da2G4zzD7uZrjk8zRAv ,6b0f8a73a56c04b519f1883e8aafda643ba61a30bd1439969df21bea5f4e27e2 6b0f8a73a56c04b519f1883e8aafda643ba61a30bd1439969df21bea5f4e27e2 ,1.000000 24.000000 ,1DZTzaBHUDM7T3QvUKBz4qXMRpkg8jsfB5 1KAD5EnzzLtrSo2Da2G4zzD7uZrjk8zRAv ,1.000000 24.000000 
0000000055af85fb541bac9b94e0da5c06704adafe050186d64caf8330e6eb77,000000005a4ded781e667e06ceefafb71410b511fe0d5adc3e5a27ecbec34ae6,00000000c2deb1dd86cbc700380541d6d7cebd18a6a7642849bc57919732d705,bcf9cb402ec6a52f24f0bad81893163c391bda5d14e2598c36ce8537384c90d2,01/15/2009 06:18:50,3588796729,50.000000,bcf9cb402ec6a52f24f0bad81893163c391bda5d14e2598c36ce8537384c90d2,,0000000000000000000000000000000000000000000000000000000000000000 ,,17VDMXuQQJbwZWpep9LsGwEZxPbASwJzz2 ,50.000000 
00000000c2deb1dd86cbc700380541d6d7cebd18a6a7642849bc57919732d705,0000000055af85fb541bac9b94e0da5c06704adafe050186d64caf8330e6eb77,000000007583506b911ea93c3dc6ccad6351cc50cbab124e67441194d4a3d30f,e9272bef588f2cc5ff34e24219c2cb3a3d765373833c29c65f0d797e7e5e3b5f,01/15/2009 06:31:27,4043040533,50.000000,e9272bef588f2cc5ff34e24219c2cb3a3d765373833c29c65f0d797e7e5e3b5f,,0000000000000000000000000000000000000000000000000000000000000000 ,,1A2z5cLAov1zFRxYT1wzH2S2oJHRDjCXwj ,50.000000 
000000007583506b911ea93c3dc6ccad6351cc50cbab124e67441194d4a3d30f,00000000c2deb1dd86cbc700380541d6d7cebd18a6a7642849bc57919732d705,00000000314ff43c77573a3b8094951ce4b0f86aceee65e226914eb737ada575,ae77be691d4ebd8d5f1d70242b25b38d4f1ebfdd192d7eb09886601242124969,01/15/2009 06:50:35,219319610,50.000000,ae77be691d4ebd8d5f1d70242b25b38d4f1ebfdd192d7eb09886601242124969,,0000000000000000000000000000000000000000000000000000000000000000 ,,1BGrykyYrvtKKLoTbqq5wYLHj6jZyNU68R ,50.000000 
00000000314ff43c77573a3b8094951ce4b0f86aceee65e226914eb737ada575,000000007583506b911ea93c3dc6ccad6351cc50cbab124e67441194d4a3d30f,00000000cbfae8784536a97d45ae3422b3ec0bb76d480ad3e5db394f8a0b797d,7fa84e1ae4fcb07cc1e74375d5023caeaffbfc86efef7fc7fb0863296b5e54ae,01/15/2009 06:56:21,3972065590,50.000000,7fa84e1ae4fcb07cc1e74375d5023caeaffbfc86efef7fc7fb0863296b5e54ae,,0000000000000000000000000000000000000000000000000000000000000000 ,,1En2fxX9JAdnY7DGBH38Zu6F4Pkji9tESf ,50.000000 
00000000cbfae8784536a97d45ae3422b3ec0bb76d480ad3e5db394f8a0b797d,00000000314ff43c77573a3b8094951ce4b0f86aceee65e226914eb737ada575,00000000831221df37f3b36c369bba5af97fd96a8f94648770c40ccb13620aee,75d2e46a7ad72b09e5dfb4c445411c2b445fb65f05907800871682188387b135,01/15/2009 07:10:53,4229948702,50.000000,75d2e46a7ad72b09e5dfb4c445411c2b445fb65f05907800871682188387b135,,0000000000000000000000000000000000000000000000000000000000000000 ,,1M6M6suG2YbBbC2hZHmd3YYt1PUPLPhGET ,50.000000 
00000000831221df37f3b36c369bba5af97fd96a8f94648770c40ccb13620aee,00000000cbfae8784536a97d45ae3422b3ec0bb76d480ad3e5db394f8a0b797d,0000000072ec09be6118d66d07ac61dfb7a2ab0220551fdc7af8d6002d1ee069,0b4330db1c2771843232e0455da71f530335dfa4fb282834f376f2d407d88413,01/15/2009 07:22:02,1681448966,50.000000,0b4330db1c2771843232e0455da71f530335dfa4fb282834f376f2d407d88413,,0000000000000000000000000000000000000000000000000000000000000000 ,,1NG8HpU6By7H65YpQdyjCm4uKbRn64QYwJ ,50.000000 
0000000072ec09be6118d66d07ac61dfb7a2ab0220551fdc7af8d6002d1ee069,00000000831221df37f3b36c369bba5af97fd96a8f94648770c40ccb13620aee,000000004f59cfa9f6e7238eb92ada0beab8fee7a4ed5f9f1e7a72232c0dc379,ad2aba5436fafbde53bb31735f887120b2f9a03d6121df470f87a4ea44d55bd6,01/15/2009 07:44:22,2540592435,50.000000,ad2aba5436fafbde53bb31735f887120b2f9a03d6121df470f87a4ea44d55bd6,,0000000000000000000000000000000000000000000000000000000000000000 ,,1DRSV7wiZJ2aBNt8TxBDaeVSSHPMVNhPU6 ,50.000000 
000000004f59cfa9f6e7238eb92ada0beab8fee7a4ed5f9f1e7a72232c0dc379,0000000072ec09be6118d66d07ac61dfb7a2ab0220551fdc7af8d6002d1ee069,00000000edade40797e3c4bf27edeb65733d1884beaa8c502a89d50a54111e1c,f7818861e4e525fc3d19e54441c9ba6283cef3bb801ed9884641763cead55935,01/15/2009 07:59:45,2864320536,50.000000,f7818861e4e525fc3d19e54441c9ba6283cef3bb801ed9884641763cead55935,,0000000000000000000000000000000000000000000000000000000000000000 ,,1LHieg5bQLrsMA5cGoFsbtcRuUdYEWLhkx ,50.000000 
00000000edade40797e3c4bf27edeb65733d1884beaa8c502a89d50a54111e1c,000000004f59cfa9f6e7238eb92ada0beab8fee7a4ed5f9f1e7a72232c0dc379,00000000ee7947e2c00f657648bb1f4bfbc2f8fe0c9222d892c1474401cdc4ad,3d63ed24652993ad034b396961c1fb4fcf7a798efb6b3a5c3b7afa427e89deb0,01/15/2009 08:11:59,1822085430,50.000000,3d63ed24652993ad034b396961c1fb4fcf7a798efb6b3a5c3b7afa427e89deb0,,0000000000000000000000000000000000000000000000000000000000000000 ,,1HcDFx1QWiJYRZ7879NZcBzYLxs5cvU4Ty ,50.000000 
00000000ee7947e2c00f657648bb1f4bfbc2f8fe0c9222d892c1474401cdc4ad,00000000edade40797e3c4bf27edeb65733d1884beaa8c502a89d50a54111e1c,00000000581a8d9a2a053e8d54b52477e6850e16fd33fcf4a607c1b21600c7ce,a84c57b17fb767870a708f336e1cbf95582ad0fde26ec10195f82189295d073f,01/15/2009 08:28:44,106766895,50.000000,a84c57b17fb767870a708f336e1cbf95582ad0fde26ec10195f82189295d073f,,0000000000000000000000000000000000000000000000000000000000000000 ,,1Hv998se6C8syWwyULoetXPp6t6XYTmuZg ,50.000000 
00000000581a8d9a2a053e8d54b52477e6850e16fd33fcf4a607c1b21600c7ce,00000000ee7947e2c00f657648bb1f4bfbc2f8fe0c9222d892c1474401cdc4ad,00000000e6940891fe89992ae41b65864936c75880e4a428221520f8783c9215,a6cf97034eb09a9d47620c89d9823097aa31000e8d43593f4d24e4ee76c33ba0,01/15/2009 08:37:02,2606844214,50.000000,a6cf97034eb09a9d47620c89d9823097aa31000e8d43593f4d24e4ee76c33ba0,,0000000000000000000000000000000000000000000000000000000000000000 ,,1BoUcd4qeN9CJfdbueKQK4KnVYtVs7RV47 ,50.000000 
00000000e6940891fe89992ae41b65864936c75880e4a428221520f8783c9215,00000000581a8d9a2a053e8d54b52477e6850e16fd33fcf4a607c1b21600c7ce,00000000b113322da717207d93b13024bc75f09c1c12e7b40497664583b6d4df,7146f458cfbf7680aa20bdc976a72c303d74b41e61b18deb6270278508d18fa8,01/15/2009 08:48:12,2305234483,50.000000,7146f458cfbf7680aa20bdc976a72c303d74b41e61b18deb6270278508d18fa8,,0000000000000000000000000000000000000000000000000000000000000000 ,,1BGvw4wZ969fncnyG5pZKYFqa5GD9FS9Cm ,50.000000 
00000000b113322da717207d93b13024bc75f09c1c12e7b40497664583b6d4df,00000000e6940891fe89992ae41b65864936c75880e4a428221520f8783c9215,00000000b5b71fea3e2abdf62fdc6b1273f48927f2a9ed5493e280792a50ad65,b1eec924ded059de5aee1609a1d66942eefcac471cc6321b55507ef70e4692b5,01/15/2009 09:04:40,3869711393,50.000000,b1eec924ded059de5aee1609a1d66942eefcac471cc6321b55507ef70e4692b5,,0000000000000000000000000000000000000000000000000000000000000000 ,,16nsQ2sBRoCY87jHQ5CzrsqHAfyWDS4KRK ,50.000000 
00000000b5b71fea3e2abdf62fdc6b1273f48927f2a9ed5493e280792a50ad65,00000000b113322da717207d93b13024bc75f09c1c12e7b40497664583b6d4df,0000000058b9d64ce6728168716bcd837c2b628cf5f26d2aa28cfce8543d2bd6,932dc26717cf4f80d68dae031851836d53a600e1d2f12bf1e4f43ce272d3ef81,01/15/2009 09:14:34,3760901936,50.000000,932dc26717cf4f80d68dae031851836d53a600e1d2f12bf1e4f43ce272d3ef81,,0000000000000000000000000000000000000000000000000000000000000000 ,,1PcxeABFjfBAUvFXatm5yP6S6e9uGkrASw ,50.000000 
0000000058b9d64ce6728168716bcd837c2b628cf5f26d2aa28cfce8543d2bd6,00000000b5b71fea3e2abdf62fdc6b1273f48927f2a9ed5493e280792a50ad65,000000009f7479465e462edc3ef7e174e916e6d60d51270f180f68e2157aa4ae,b3e9c6ac89e67b0bc4a48f42fbe0127927c4568077a1a5fb48a0acd150857167,01/15/2009 09:32:35,1182816800,50.000000,b3e9c6ac89e67b0bc4a48f42fbe0127927c4568077a1a5fb48a0acd150857167,,0000000000000000000000000000000000000000000000000000000000000000 ,,1P8kXAU4m9esup5cAbkwSJvZ6PohDR4dyW ,50.000000 
000000009f7479465e462edc3ef7e174e916e6d60d51270f180f68e2157aa4ae,0000000058b9d64ce6728168716bcd837c2b628cf5f26d2aa28cfce8543d2bd6,00000000c5c2bb37ed9bf00bc9bd114e4763a40559ba2649bbaf4f4efad00db7,b88c1cae5976c7f3f88b0e8ca0b23d6f8e44112dd7074d7f3fe01579710ae3be,01/15/2009 09:35:46,39900228,50.000000,b88c1cae5976c7f3f88b0e8ca0b23d6f8e44112dd7074d7f3fe01579710ae3be,,0000000000000000000000000000000000000000000000000000000000000000 ,,17k3Gr1KM16X5cQ5VCp7sBmw12Gh9bpL6m ,50.000000 
00000000c5c2bb37ed9bf00bc9bd114e4763a40559ba2649bbaf4f4efad00db7,000000009f7479465e462edc3ef7e174e916e6d60d51270f180f68e2157aa4ae,000000009114153329b6acc79c771bf359aa673fc4f1fc227a6c7467eb242ecf,1befa58924955882ef900899b6135793e4512d593e22981c9c71273b5206f8e5,01/15/2009 09:40:02,50091361,50.000000,1befa58924955882ef900899b6135793e4512d593e22981c9c71273b5206f8e5,,0000000000000000000000000000000000000000000000000000000000000000 ,,1CnKmNvgA4aK8LhKiKekNnnHcqeFpwGUbU ,50.000000 
000000009114153329b6acc79c771bf359aa673fc4f1fc227a6c7467eb242ecf,00000000c5c2bb37ed9bf00bc9bd114e4763a40559ba2649bbaf4f4efad00db7,00000000d35ef9ae4b7ebdcfb05560bc578ce150508b20fbb1f8d961034b66c1,88fd27354b307990dd5faf0ac8d95a62c0f35941856338a6ec93522d33e60384,01/15/2009 09:41:00,1134390301,50.000000,88fd27354b307990dd5faf0ac8d95a62c0f35941856338a6ec93522d33e60384,,0000000000000000000000000000000000000000000000000000000000000000 ,,1KY4KrZWU5BYddeTuGTyWCJV34quoyPZUY ,50.000000 
00000000d35ef9ae4b7ebdcfb05560bc578ce150508b20fbb1f8d961034b66c1,000000009114153329b6acc79c771bf359aa673fc4f1fc227a6c7467eb242ecf,000000008c0ee094ee47ca98069bd49cb9c2417ee52f24476eef30b03da79553,ba0a12bf028d0993ba3c7f5f66484227d381f8933276508d065afc1940ce36cc,01/15/2009 09:59:20,2172104212,50.000000,ba0a12bf028d0993ba3c7f5f66484227d381f8933276508d065afc1940ce36cc,,0000000000000000000000000000000000000000000000000000000000000000 ,,13rQ3QfPXE213Tuc7jmi9znoh77QUUhB5V ,50.000000 
000000008c0ee094ee47ca98069bd49cb9c2417ee52f24476eef30b03da79553,00000000d35ef9ae4b7ebdcfb05560bc578ce150508b20fbb1f8d961034b66c1,0000000014d1fd4bbd117d952efac678911969dee3640944a830d024b9eb7375,6cec9aca315f491c42c5ae9d838ea4202f10863eb08c87613b446e9eff643ca2,01/15/2009 10:16:35,1507672885,50.000000,6cec9aca315f491c42c5ae9d838ea4202f10863eb08c87613b446e9eff643ca2,,0000000000000000000000000000000000000000000000000000000000000000 ,,1JB1XBzjLitVPQ8QVU5wzjPwsPUBneynWX ,50.000000 
0000000014d1fd4bbd117d952efac678911969dee3640944a830d024b9eb7375,000000008c0ee094ee47ca98069bd49cb9c2417ee52f24476eef30b03da79553,00000000aa7ada2a039524c4ad0758d07c67a9104c4d8a35b5a27ed00d0967e7,8d7d3c30306d39d60a158310a6abb202833e1458f275bd9669465c891d7cfd56,01/15/2009 10:21:46,56350056,50.000000,8d7d3c30306d39d60a158310a6abb202833e1458f275bd9669465c891d7cfd56,,0000000000000000000000000000000000000000000000000000000000000000 ,,18bN2GBzfRwnV6dmr7MiuDoxn39uqvjwPs ,50.000000 
00000000aa7ada2a039524c4ad0758d07c67a9104c4d8a35b5a27ed00d0967e7,0000000014d1fd4bbd117d952efac678911969dee3640944a830d024b9eb7375,00000000e0f7dd0286f1bae123c899d3ff207afddc14a103d2e4ddf995bb9deb,37f151c4408b422d5e206176c5aac3d2d6521dfe1c11fb1099c440db59e3d679,01/15/2009 10:30:50,3428779527,50.000000,37f151c4408b422d5e206176c5aac3d2d6521dfe1c11fb1099c440db59e3d679,,0000000000000000000000000000000000000000000000000000000000000000 ,,16AZZq2A6AganQvdUoTjQBZvmHh8fu2Avv ,50.000000 
00000000e0f7dd0286f1bae123c899d3ff207afddc14a103d2e4ddf995bb9deb,00000000aa7ada2a039524c4ad0758d07c67a9104c4d8a35b5a27ed00d0967e7,00000000bd2f9e06fe89f7ac4edb2c664b069935c7e983cd51d40ea368910a49,64e47ba6bbd9021d25d4cc176609d169af540966a779e3f773c7f40fccd2283b,01/15/2009 10:36:02,224542745,50.000000,64e47ba6bbd9021d25d4cc176609d169af540966a779e3f773c7f40fccd2283b,,0000000000000000000000000000000000000000000000000000000000000000 ,,15at2tpirnt7tt413o9qUMGgsEBD3oyARB ,50.000000 
00000000bd2f9e06fe89f7ac4edb2c664b069935c7e983cd51d40ea368910a49,00000000e0f7dd0286f1bae123c899d3ff207afddc14a103d2e4ddf995bb9deb,00000000bf86d3a09a14d502d171947a7408c3779e83b78c100e5ed57fca3be0,d4ff7ec48c3490818b87ce80ad0c72a9ca8f43412190725dffae9016967a4d02,01/15/2009 10:50:48,2076052266,50.000000,d4ff7ec48c3490818b87ce80ad0c72a9ca8f43412190725dffae9016967a4d02,,0000000000000000000000000000000000000000000000000000000000000000 ,,1Po1S45pJZKJTsBgzRU8jdGgL3rp1skGM6 ,50.000000 
00000000bf86d3a09a14d502d171947a7408c3779e83b78c100e5ed57fca3be0,00000000bd2f9e06fe89f7ac4edb2c664b069935c7e983cd51d40ea368910a49,000000003b3b42e8af3178e581f468b6d83e5acd419b00656d3d5c22b82ff29c,f79475666d353611726c4c17090fe6fd883a6860ef0edbc8fceffeea1b8660dc,01/15/2009 10:57:14,2920306485,50.000000,f79475666d353611726c4c17090fe6fd883a6860ef0edbc8fceffeea1b8660dc,,0000000000000000000000000000000000000000000000000000000000000000 ,,1BUmUdjE7WebwnbymwUpKjL8dGir42ysub ,50.000000 
000000003b3b42e8af3178e581f468b6d83e5acd419b00656d3d5c22b82ff29c,00000000bf86d3a09a14d502d171947a7408c3779e83b78c100e5ed57fca3be0,000000004f2c63cf028a37e7fc793a47ace7c27d44aac2a82fd9d90dbfc1750d,468c9b63d34b1d662715b47644cb24c04964ed27620bbf284b0fbbf95077b7eb,01/15/2009 11:16:57,169822514,50.000000,468c9b63d34b1d662715b47644cb24c04964ed27620bbf284b0fbbf95077b7eb,,0000000000000000000000000000000000000000000000000000000000000000 ,,1GyW1PDNEMuT5QgiiyKGSZeS43yWcfju71 ,50.000000 
000000004f2c63cf028a37e7fc793a47ace7c27d44aac2a82fd9d90dbfc1750d,000000003b3b42e8af3178e581f468b6d83e5acd419b00656d3d5c22b82ff29c,000000005cd735eccf4aefbc7427efee70ee4adc886be67cc68f6f925c9c7e41,66abb33619ed5473434960d89a201a9f15e68ddeea426092699b5d20372dfed6,01/15/2009 11:26:21,2819700255,50.000000,66abb33619ed5473434960d89a201a9f15e68ddeea426092699b5d20372dfed6,,0000000000000000000000000000000000000000000000000000000000000000 ,,1G5Fa6WPTmeCZ8Z4o5sbCGR5NNAYsb1m2o ,50.000000 
000000005cd735eccf4aefbc7427efee70ee4adc886be67cc68f6f925c9c7e41,000000004f2c63cf028a37e7fc793a47ace7c27d44aac2a82fd9d90dbfc1750d,00000000ecc3ba4a80a6d61ea3abc22a8fddf11d1f8019b7fbbde92e2b4dd4a8,95e49ffefb73007f90cb96aeadcd0ed9ae456380223aa34445055314c1d60f55,01/15/2009 11:32:24,3490982400,50.000000,95e49ffefb73007f90cb96aeadcd0ed9ae456380223aa34445055314c1d60f55,,0000000000000000000000000000000000000000000000000000000000000000 ,,17FR5FgMDbZAtoghapcKfYW23sruRGcX2v ,50.000000 
00000000ecc3ba4a80a6d61ea3abc22a8fddf11d1f8019b7fbbde92e2b4dd4a8,000000005cd735eccf4aefbc7427efee70ee4adc886be67cc68f6f925c9c7e41,000000002436274e351576ee5c9d6a96ce64072d02713d20c32c36bf70f9fbb5,7932cefd406d0ea2b4f5168527cd412a7fa3d5650a4c6e7316731a8fbca7a790,01/15/2009 11:49:31,194515029,50.000000,7932cefd406d0ea2b4f5168527cd412a7fa3d5650a4c6e7316731a8fbca7a790,,0000000000000000000000000000000000000000000000000000000000000000 ,,1LVcDpgziv9d6hXKF9ncYveDdQWb1j88m8 ,50.000000 
000000002436274e351576ee5c9d6a96ce64072d02713d20c32c36bf70f9fbb5,00000000ecc3ba4a80a6d61ea3abc22a8fddf11d1f8019b7fbbde92e2b4dd4a8,0000000011e36edf0c01ecffe36ac4be9f4674c5438d5bd02f47a59c798f663c,40c1585c90e2081d6e14e60952c16258b3ae2fed204d0879fda052572d03c705,01/15/2009 11:51:43,3341812250,50.000000,40c1585c90e2081d6e14e60952c16258b3ae2fed204d0879fda052572d03c705,,0000000000000000000000000000000000000000000000000000000000000000 ,,1NijuGt6TXMXy89orQVrvbXkA43wmj45oL ,50.000000 
0000000011e36edf0c01ecffe36ac4be9f4674c5438d5bd02f47a59c798f663c,000000002436274e351576ee5c9d6a96ce64072d02713d20c32c36bf70f9fbb5,00000000c3a81d9932edc9a2e3358e631b094d9628178bbf6089b12f75b08815,fae34be444ca4f7d1e3c95bff991fc919daf261cf1fad6aae75b5750ca9c208c,01/15/2009 12:12:45,3991214126,50.000000,fae34be444ca4f7d1e3c95bff991fc919daf261cf1fad6aae75b5750ca9c208c,,0000000000000000000000000000000000000000000000000000000000000000 ,,1AdW2E1gCB4teSjdDhx5M6HUbvwdeHJNNg ,50.000000 
00000000c3a81d9932edc9a2e3358e631b094d9628178bbf6089b12f75b08815,0000000011e36edf0c01ecffe36ac4be9f4674c5438d5bd02f47a59c798f663c,0000000074e77a1e561ab5247bec8a977977d3dde3d70a74fabf0adc3d6bf4ac,307a857d68f4cc92a363d86a1e47d1a3343a4d4e61a48a245337811b696e7ca9,01/15/2009 12:28:41,1000219426,50.000000,307a857d68f4cc92a363d86a1e47d1a3343a4d4e61a48a245337811b696e7ca9,,0000000000000000000000000000000000000000000000000000000000000000 ,,1Jq943wZrTVVuBztgxZ1Xd3NCyKXzPTPmX ,50.000000 
0000000074e77a1e561ab5247bec8a977977d3dde3d70a74fabf0adc3d6bf4ac,00000000c3a81d9932edc9a2e3358e631b094d9628178bbf6089b12f75b08815,00000000dd9588e8b12025e5257267abe0e9134d493ab3b449a47db8d22567d2,da51ca935176551082fe7f51f5d05fe8019df19f108de387767ae509293018cf,01/15/2009 12:41:58,3302859286,50.000000,da51ca935176551082fe7f51f5d05fe8019df19f108de387767ae509293018cf,,0000000000000000000000000000000000000000000000000000000000000000 ,,1GGWbaXJskxYasdVTvLJsUDD6s99uBDkGr ,50.000000 
00000000dd9588e8b12025e5257267abe0e9134d493ab3b449a47db8d22567d2,0000000074e77a1e561ab5247bec8a977977d3dde3d70a74fabf0adc3d6bf4ac,0000000084935be8a5b06525aea383d2988df6003963222f5adc5ddf5951e7fd,bd9b02d1db874049772cc6fceeb73b67cdb99774844ba4d4ed4bbe7fa1584940,01/15/2009 12:53:37,4212131640,50.000000,bd9b02d1db874049772cc6fceeb73b67cdb99774844ba4d4ed4bbe7fa1584940,,0000000000000000000000000000000000000000000000000000000000000000 ,,1M2mT95u45mmzUZNZXgLdCaY5yDKyWfQsn ,50.000000 
0000000084935be8a5b06525aea383d2988df6003963222f5adc5ddf5951e7fd,00000000dd9588e8b12025e5257267abe0e9134d493ab3b449a47db8d22567d2,000000000568dd391b3261d51ad4fcb68db5539200a15acc5bd6ece8b218601b,355d10bb7aff8e7875c93776e391cd1530e5321f8b39451aa09670c1f1fea07c,01/15/2009 13:02:41,227792432,50.000000,355d10bb7aff8e7875c93776e391cd1530e5321f8b39451aa09670c1f1fea07c,,0000000000000000000000000000000000000000000000000000000000000000 ,,19y4Ghcu9AweFp2UkctMDxwWfKyJciaLVo ,50.000000 
000000000568dd391b3261d51ad4fcb68db5539200a15acc5bd6ece8b218601b,0000000084935be8a5b06525aea383d2988df6003963222f5adc5ddf5951e7fd,000000005b30f48ef450de8ebdb8829a931e8cd86e2f11f48f381c61c845379b,29fa20fc18efdf02526af9c9629b5cca4ff848dc81c77fd8c4226d3e6be05175,01/15/2009 13:16:14,1574556193,50.000000,29fa20fc18efdf02526af9c9629b5cca4ff848dc81c77fd8c4226d3e6be05175,,0000000000000000000000000000000000000000000000000000000000000000 ,,18qWY9K2eVKwcHV6PfzY6V6mRY1RT5kiUq ,50.000000 
000000005b30f48ef450de8ebdb8829a931e8cd86e2f11f48f381c61c845379b,000000000568dd391b3261d51ad4fcb68db5539200a15acc5bd6ece8b218601b,00000000d3d4c3b9014bd51bd891d1161d7ead2dbe8597561eb17b1b9c6465c3,7bac4421dd77a9bc5801c8b6dff3525a7f6b0e518ffd0509fe90d40ae8893d31,01/15/2009 13:34:05,2708415027,50.000000,7bac4421dd77a9bc5801c8b6dff3525a7f6b0e518ffd0509fe90d40ae8893d31,,0000000000000000000000000000000000000000000000000000000000000000 ,,1MgAgG2DRrEzFp4zTkxCwWDyz4QhvCV8WQ ,50.000000 
00000000d3d4c3b9014bd51bd891d1161d7ead2dbe8597561eb17b1b9c6465c3,000000005b30f48ef450de8ebdb8829a931e8cd86e2f11f48f381c61c845379b,0000000046ff6c4f9a7224aa331c407c7e37f49434571307d6fca58695bcba38,d44e1778b8229c6aa8425ad8f4ee2e5f6a45836d0b6184893d98426cce55ee90,01/15/2009 13:52:46,3717775660,50.000000,d44e1778b8229c6aa8425ad8f4ee2e5f6a45836d0b6184893d98426cce55ee90,,0000000000000000000000000000000000000000000000000000000000000000 ,,1GRfT1z1QutKirTVhMHbbpMgxUrxNejTv6 ,50.000000 
0000000046ff6c4f9a7224aa331c407c7e37f49434571307d6fca58695bcba38,00000000d3d4c3b9014bd51bd891d1161d7ead2dbe8597561eb17b1b9c6465c3,000000000d0d23516c5efd3af4eb951603bb30b2c93884b522a318b30e918ee7,b297f594e4da9c1d763c955b10f1b0b366419fb7285ea8acb0d3e322db7087db,01/15/2009 14:06:45,244837889,50.000000,b297f594e4da9c1d763c955b10f1b0b366419fb7285ea8acb0d3e322db7087db,,0000000000000000000000000000000000000000000000000000000000000000 ,,1L39eXNVz2WYrj4VBCkiwUafffs7rQ3gxq ,50.000000 
000000000d0d23516c5efd3af4eb951603bb30b2c93884b522a318b30e918ee7,0000000046ff6c4f9a7224aa331c407c7e37f49434571307d6fca58695bcba38,00000000fa041c4905c4eca1cc0c75204c2cd118da3ffd129c41840152038d20,197b3d968ce463aa5da7d8eeba8af35eba80ded4e4fe6808e6cc0dd1c069594d,01/15/2009 14:25:20,932288301,350.000000,d45724bacd1480b0c94d363ebf59f844fb54e60cdfda0cd38ef67154e9d0bc43,,0000000000000000000000000000000000000000000000000000000000000000 ,,1LZaMRQVdtHnrSGBVqdeaB1QfAdqFkXxoD ,50.000000 
000000000d0d23516c5efd3af4eb951603bb30b2c93884b522a318b30e918ee7,0000000046ff6c4f9a7224aa331c407c7e37f49434571307d6fca58695bcba38,00000000fa041c4905c4eca1cc0c75204c2cd118da3ffd129c41840152038d20,197b3d968ce463aa5da7d8eeba8af35eba80ded4e4fe6808e6cc0dd1c069594d,01/15/2009 14:25:20,932288301,350.000000,4d6edbeb62735d45ff1565385a8b0045f066055c9425e21540ea7a8060f08bf2,1DNdPgBZRWjDj1JbVZQEYMv7jvqJF7R4Py 1ELmSkQWnqgbBZNzxAZHts3MEYCngqRBeD 1ADpf5rHERc2PmVAZZFoH7WbougKvkPDVD 1ACWHyRM8rtbt96KauPJprnF2qDQSdPJ54 1LfjLrBDYyPbvGMiD9jURxyAupdYujsBdK ,c3f0bb699bcc8a4e0716de45aef74c40aabeb80f7f00b3bdb45e115ee6f5400f 193b51cd0c5a44bf6593e69fea91e9ddd311f610c5c23187552e3347b275b81b b6c967d8f3a3d5fe859a12e9f385531655c2c457326845065fc3942da9e19920 a739f9909bdf50466fd746e42394fada8e245f29e6f5747fca0a70dec470b75f d8bb7a39f85135c14c37c8d370c97d642b907a791dd235793061e86e094c8d96 ,50.000000 50.000000 50.000000 50.000000 50.000000 ,19QKDUJtx9n7Vaga6nX1bVHdsnT4Khfyi6 ,250.000000 
000000000d0d23516c5efd3af4eb951603bb30b2c93884b522a318b30e918ee7,0000000046ff6c4f9a7224aa331c407c7e37f49434571307d6fca58695bcba38,00000000fa041c4905c4eca1cc0c75204c2cd118da3ffd129c41840152038d20,197b3d968ce463aa5da7d8eeba8af35eba80ded4e4fe6808e6cc0dd1c069594d,01/15/2009 14:25:20,932288301,350.000000,6bf363548b08aa8761e278be802a2d84b8e40daefe8150f9af7dd7b65a0de49f,1E5npMTmh9PnBHxCacuqzAZRGEybkxPMAq ,e7caf9a784751643f7b71881aaf96e2b3e041950b42638b4fcfe82ff57ba260d ,50.000000 ,1QKJnFPvRoZ7avBhxqwxhsEv62JWYoB1R9 ,50.000000 
00000000fa041c4905c4eca1cc0c75204c2cd118da3ffd129c41840152038d20,000000000d0d23516c5efd3af4eb951603bb30b2c93884b522a318b30e918ee7,00000000b9d2de60c26ad0ff1289bb6c97529cac7c5a37571900a0e6be77dca8,c67b72006b0f663c53f3355fd420ad96cffcb72896e9115edc6f7c1b38174c9e,01/15/2009 14:39:14,3938922540,50.000000,c67b72006b0f663c53f3355fd420ad96cffcb72896e9115edc6f7c1b38174c9e,,0000000000000000000000000000000000000000000000000000000000000000 ,,14vLeRwKbYrgZj2oNtXfTsygHguKZVbaKG ,50.000000 
